stage,id,subject,topic,concept,answer,lengths,ratio,unique_longest,reasons,repeat_ids
before,Q199,L11,L11302,Precision 與 Recall 取捨,B,15/40/21/21,2.1052631578947367,True,length>=2x;unique-longest-correct;repeated-option-set,"Q196,Q197,Q198,Q199,Q200,Q201"
before,Q200,L11,L11302,Precision 與 Recall 取捨,B,15/40/21/21,2.1052631578947367,True,length>=2x;unique-longest-correct;repeated-option-set,"Q196,Q197,Q198,Q199,Q200,Q201"
before,Q201,L11,L11302,Precision 與 Recall 取捨,C,15/21/40/21,2.1052631578947367,True,length>=2x;unique-longest-correct;repeated-option-set,"Q196,Q197,Q198,Q199,Q200,Q201"
before,Q202,L11,L11401,生成模型類型,C,19/15/34/16,2.04,True,length>=2x;unique-longest-correct;repeated-option-set,"Q202,Q203,Q204,Q205,Q206,Q207"
before,Q203,L11,L11401,生成模型類型,D,19/15/16/34,2.04,True,length>=2x;unique-longest-correct;repeated-option-set,"Q202,Q203,Q204,Q205,Q206,Q207"
before,Q204,L11,L11401,生成模型類型,A,34/16/19/15,2.04,True,length>=2x;unique-longest-correct;repeated-option-set,"Q202,Q203,Q204,Q205,Q206,Q207"
before,Q205,L11,L11401,生成模型類型,A,34/19/16/15,2.04,True,length>=2x;unique-longest-correct;repeated-option-set,"Q202,Q203,Q204,Q205,Q206,Q207"
before,Q206,L11,L11401,生成模型類型,C,19/15/34/16,2.04,True,length>=2x;unique-longest-correct;repeated-option-set,"Q202,Q203,Q204,Q205,Q206,Q207"
before,Q207,L11,L11401,生成模型類型,D,16/19/15/34,2.04,True,length>=2x;unique-longest-correct;repeated-option-set,"Q202,Q203,Q204,Q205,Q206,Q207"
before,Q208,L11,L11102,可解釋性與責任,D,16/13/18/27,1.723404255319149,True,unique-longest-correct;repeated-option-set,"Q208,Q209,Q210,Q211,Q212,Q213"
before,Q209,L11,L11102,可解釋性與責任,A,27/16/13/18,1.723404255319149,True,unique-longest-correct;repeated-option-set,"Q208,Q209,Q210,Q211,Q212,Q213"
before,Q210,L11,L11102,可解釋性與責任,C,16/18/27/13,1.723404255319149,True,unique-longest-correct;repeated-option-set,"Q208,Q209,Q210,Q211,Q212,Q213"
before,Q211,L11,L11102,可解釋性與責任,A,27/18/16/13,1.723404255319149,True,unique-longest-correct;repeated-option-set,"Q208,Q209,Q210,Q211,Q212,Q213"
before,Q212,L11,L11102,可解釋性與責任,B,16/27/18/13,1.723404255319149,True,unique-longest-correct;repeated-option-set,"Q208,Q209,Q210,Q211,Q212,Q213"
before,Q213,L11,L11102,可解釋性與責任,D,13/18/16/27,1.723404255319149,True,unique-longest-correct;repeated-option-set,"Q208,Q209,Q210,Q211,Q212,Q213"
before,Q214,L12,L12202,Zero-shot / Few-shot,C,18/22/41/13,2.320754716981132,True,length>=2x;unique-longest-correct;repeated-option-set,"Q214,Q215,Q216,Q217,Q218,Q219"
before,Q215,L12,L12202,Zero-shot / Few-shot,B,13/41/22/18,2.320754716981132,True,length>=2x;unique-longest-correct;repeated-option-set,"Q214,Q215,Q216,Q217,Q218,Q219"
before,Q216,L12,L12202,Zero-shot / Few-shot,C,18/22/41/13,2.320754716981132,True,length>=2x;unique-longest-correct;repeated-option-set,"Q214,Q215,Q216,Q217,Q218,Q219"
before,Q217,L12,L12202,Zero-shot / Few-shot,A,41/13/18/22,2.320754716981132,True,length>=2x;unique-longest-correct;repeated-option-set,"Q214,Q215,Q216,Q217,Q218,Q219"
before,Q218,L12,L12202,Zero-shot / Few-shot,C,22/18/41/13,2.320754716981132,True,length>=2x;unique-longest-correct;repeated-option-set,"Q214,Q215,Q216,Q217,Q218,Q219"
before,Q219,L12,L12202,Zero-shot / Few-shot,B,18/41/22/13,2.320754716981132,True,length>=2x;unique-longest-correct;repeated-option-set,"Q214,Q215,Q216,Q217,Q218,Q219"
before,Q220,L12,L12202,Temperature,C,23/23/38/20,1.7272727272727273,True,unique-longest-correct;repeated-option-set,"Q220,Q221,Q222,Q223,Q224,Q225"
before,Q221,L12,L12202,Temperature,A,38/20/23/23,1.7272727272727273,True,unique-longest-correct;repeated-option-set,"Q220,Q221,Q222,Q223,Q224,Q225"
before,Q222,L12,L12202,Temperature,C,20/23/38/23,1.7272727272727273,True,unique-longest-correct;repeated-option-set,"Q220,Q221,Q222,Q223,Q224,Q225"
before,Q223,L12,L12202,Temperature,A,38/20/23/23,1.7272727272727273,True,unique-longest-correct;repeated-option-set,"Q220,Q221,Q222,Q223,Q224,Q225"
before,Q224,L12,L12202,Temperature,D,23/23/20/38,1.7272727272727273,True,unique-longest-correct;repeated-option-set,"Q220,Q221,Q222,Q223,Q224,Q225"
before,Q225,L12,L12202,Temperature,D,20/23/23/38,1.7272727272727273,True,unique-longest-correct;repeated-option-set,"Q220,Q221,Q222,Q223,Q224,Q225"
before,Q226,L12,L12202,RAG Chunking,A,39/22/17/12,2.2941176470588234,True,length>=2x;unique-longest-correct;repeated-option-set,"Q226,Q227,Q228,Q229,Q230,Q231"
before,Q227,L12,L12202,RAG Chunking,D,12/17/22/39,2.2941176470588234,True,length>=2x;unique-longest-correct;repeated-option-set,"Q226,Q227,Q228,Q229,Q230,Q231"
before,Q228,L12,L12202,RAG Chunking,A,39/17/12/22,2.2941176470588234,True,length>=2x;unique-longest-correct;repeated-option-set,"Q226,Q227,Q228,Q229,Q230,Q231"
before,Q229,L12,L12202,RAG Chunking,D,17/12/22/39,2.2941176470588234,True,length>=2x;unique-longest-correct;repeated-option-set,"Q226,Q227,Q228,Q229,Q230,Q231"
before,Q230,L12,L12202,RAG Chunking,A,39/22/17/12,2.2941176470588234,True,length>=2x;unique-longest-correct;repeated-option-set,"Q226,Q227,Q228,Q229,Q230,Q231"
before,Q231,L12,L12202,RAG Chunking,C,22/12/39/17,2.2941176470588234,True,length>=2x;unique-longest-correct;repeated-option-set,"Q226,Q227,Q228,Q229,Q230,Q231"
before,Q232,L12,L12202,向量相似度,A,46/16/23/17,2.464285714285714,True,length>=2x;unique-longest-correct;repeated-option-set,"Q232,Q233,Q234,Q235,Q236,Q237"
before,Q233,L12,L12202,向量相似度,C,17/23/46/16,2.464285714285714,True,length>=2x;unique-longest-correct;repeated-option-set,"Q232,Q233,Q234,Q235,Q236,Q237"
before,Q234,L12,L12202,向量相似度,C,17/16/46/23,2.464285714285714,True,length>=2x;unique-longest-correct;repeated-option-set,"Q232,Q233,Q234,Q235,Q236,Q237"
before,Q235,L12,L12202,向量相似度,C,17/16/46/23,2.464285714285714,True,length>=2x;unique-longest-correct;repeated-option-set,"Q232,Q233,Q234,Q235,Q236,Q237"
before,Q236,L12,L12202,向量相似度,A,46/17/16/23,2.464285714285714,True,length>=2x;unique-longest-correct;repeated-option-set,"Q232,Q233,Q234,Q235,Q236,Q237"
before,Q237,L12,L12202,向量相似度,D,17/23/16/46,2.464285714285714,True,length>=2x;unique-longest-correct;repeated-option-set,"Q232,Q233,Q234,Q235,Q236,Q237"
before,Q238,L12,L12201,Tool Calling / MCP,C,25/18/32/20,1.5238095238095237,True,unique-longest-correct;repeated-option-set,"Q238,Q239,Q240,Q241,Q242,Q243"
before,Q239,L12,L12201,Tool Calling / MCP,C,20/25/32/18,1.5238095238095237,True,unique-longest-correct;repeated-option-set,"Q238,Q239,Q240,Q241,Q242,Q243"
before,Q240,L12,L12201,Tool Calling / MCP,D,25/20/18/32,1.5238095238095237,True,unique-longest-correct;repeated-option-set,"Q238,Q239,Q240,Q241,Q242,Q243"
before,Q241,L12,L12201,Tool Calling / MCP,A,32/25/20/18,1.5238095238095237,True,unique-longest-correct;repeated-option-set,"Q238,Q239,Q240,Q241,Q242,Q243"
before,Q242,L12,L12201,Tool Calling / MCP,C,18/20/32/25,1.5238095238095237,True,unique-longest-correct;repeated-option-set,"Q238,Q239,Q240,Q241,Q242,Q243"
before,Q243,L12,L12201,Tool Calling / MCP,B,20/32/25/18,1.5238095238095237,True,unique-longest-correct;repeated-option-set,"Q238,Q239,Q240,Q241,Q242,Q243"
before,Q244,L12,L12301,Agent 記憶與狀態,B,20/33/19/20,1.6779661016949152,True,unique-longest-correct;repeated-option-set,"Q244,Q245,Q246,Q247,Q248,Q249"
before,Q245,L12,L12301,Agent 記憶與狀態,B,19/33/20/20,1.6779661016949152,True,unique-longest-correct;repeated-option-set,"Q244,Q245,Q246,Q247,Q248,Q249"
before,Q246,L12,L12301,Agent 記憶與狀態,D,20/20/19/33,1.6779661016949152,True,unique-longest-correct;repeated-option-set,"Q244,Q245,Q246,Q247,Q248,Q249"
before,Q247,L12,L12301,Agent 記憶與狀態,A,33/20/20/19,1.6779661016949152,True,unique-longest-correct;repeated-option-set,"Q244,Q245,Q246,Q247,Q248,Q249"
before,Q248,L12,L12301,Agent 記憶與狀態,A,33/20/20/19,1.6779661016949152,True,unique-longest-correct;repeated-option-set,"Q244,Q245,Q246,Q247,Q248,Q249"
before,Q249,L12,L12301,Agent 記憶與狀態,D,20/19/20/33,1.6779661016949152,True,unique-longest-correct;repeated-option-set,"Q244,Q245,Q246,Q247,Q248,Q249"
before,Q250,L12,L12302,結構化輸出與驗證,C,19/15/34/20,1.8888888888888888,True,unique-longest-correct;repeated-option-set,"Q250,Q251,Q252,Q253,Q254,Q255"
before,Q251,L12,L12302,結構化輸出與驗證,D,19/20/15/34,1.8888888888888888,True,unique-longest-correct;repeated-option-set,"Q250,Q251,Q252,Q253,Q254,Q255"
before,Q252,L12,L12302,結構化輸出與驗證,D,20/19/15/34,1.8888888888888888,True,unique-longest-correct;repeated-option-set,"Q250,Q251,Q252,Q253,Q254,Q255"
before,Q253,L12,L12302,結構化輸出與驗證,B,20/34/15/19,1.8888888888888888,True,unique-longest-correct;repeated-option-set,"Q250,Q251,Q252,Q253,Q254,Q255"
before,Q254,L12,L12302,結構化輸出與驗證,B,19/34/20/15,1.8888888888888888,True,unique-longest-correct;repeated-option-set,"Q250,Q251,Q252,Q253,Q254,Q255"
before,Q255,L12,L12302,結構化輸出與驗證,A,34/19/15/20,1.8888888888888888,True,unique-longest-correct;repeated-option-set,"Q250,Q251,Q252,Q253,Q254,Q255"
before,Q256,L12,L12301,ROI / TCO,B,11/38/18/13,2.7142857142857144,True,length>=2x;unique-longest-correct;repeated-option-set,"Q256,Q257,Q258,Q259,Q260,Q261"
before,Q257,L12,L12301,ROI / TCO,B,11/38/13/18,2.7142857142857144,True,length>=2x;unique-longest-correct;repeated-option-set,"Q256,Q257,Q258,Q259,Q260,Q261"
before,Q258,L12,L12301,ROI / TCO,A,38/13/11/18,2.7142857142857144,True,length>=2x;unique-longest-correct;repeated-option-set,"Q256,Q257,Q258,Q259,Q260,Q261"
before,Q259,L12,L12301,ROI / TCO,B,13/38/18/11,2.7142857142857144,True,length>=2x;unique-longest-correct;repeated-option-set,"Q256,Q257,Q258,Q259,Q260,Q261"
before,Q260,L12,L12301,ROI / TCO,A,38/11/18/13,2.7142857142857144,True,length>=2x;unique-longest-correct;repeated-option-set,"Q256,Q257,Q258,Q259,Q260,Q261"
before,Q261,L12,L12301,ROI / TCO,A,38/18/13/11,2.7142857142857144,True,length>=2x;unique-longest-correct;repeated-option-set,"Q256,Q257,Q258,Q259,Q260,Q261"
before,Q262,L21,L21101,NER 與文本抽取,C,13/13/31/13,2.3846153846153846,True,length>=2x;unique-longest-correct;repeated-option-set,"Q262,Q263,Q264,Q265,Q266,Q267"
before,Q263,L21,L21101,NER 與文本抽取,C,13/13/31/13,2.3846153846153846,True,length>=2x;unique-longest-correct;repeated-option-set,"Q262,Q263,Q264,Q265,Q266,Q267"
before,Q264,L21,L21101,NER 與文本抽取,A,31/13/13/13,2.3846153846153846,True,length>=2x;unique-longest-correct;repeated-option-set,"Q262,Q263,Q264,Q265,Q266,Q267"
before,Q265,L21,L21101,NER 與文本抽取,A,31/13/13/13,2.3846153846153846,True,length>=2x;unique-longest-correct;repeated-option-set,"Q262,Q263,Q264,Q265,Q266,Q267"
before,Q266,L21,L21101,NER 與文本抽取,C,13/13/31/13,2.3846153846153846,True,length>=2x;unique-longest-correct;repeated-option-set,"Q262,Q263,Q264,Q265,Q266,Q267"
before,Q267,L21,L21101,NER 與文本抽取,B,13/31/13/13,2.3846153846153846,True,length>=2x;unique-longest-correct;repeated-option-set,"Q262,Q263,Q264,Q265,Q266,Q267"
before,Q268,L21,L21101,上下文長度與摘要,A,44/15/23/31,1.9130434782608696,True,unique-longest-correct;repeated-option-set,"Q268,Q269,Q270,Q271,Q272,Q273"
before,Q269,L21,L21101,上下文長度與摘要,C,23/31/44/15,1.9130434782608696,True,unique-longest-correct;repeated-option-set,"Q268,Q269,Q270,Q271,Q272,Q273"
before,Q270,L21,L21101,上下文長度與摘要,B,23/44/31/15,1.9130434782608696,True,unique-longest-correct;repeated-option-set,"Q268,Q269,Q270,Q271,Q272,Q273"
before,Q271,L21,L21101,上下文長度與摘要,B,31/44/15/23,1.9130434782608696,True,unique-longest-correct;repeated-option-set,"Q268,Q269,Q270,Q271,Q272,Q273"
before,Q272,L21,L21101,上下文長度與摘要,B,15/44/23/31,1.9130434782608696,True,unique-longest-correct;repeated-option-set,"Q268,Q269,Q270,Q271,Q272,Q273"
before,Q273,L21,L21101,上下文長度與摘要,B,31/44/15/23,1.9130434782608696,True,unique-longest-correct;repeated-option-set,"Q268,Q269,Q270,Q271,Q272,Q273"
before,Q274,L21,L21103,LoRA / PEFT,B,19/35/26/14,1.7796610169491525,True,unique-longest-correct;repeated-option-set,"Q274,Q275,Q276,Q277,Q278,Q279"
before,Q275,L21,L21103,LoRA / PEFT,B,26/35/14/19,1.7796610169491525,True,unique-longest-correct;repeated-option-set,"Q274,Q275,Q276,Q277,Q278,Q279"
before,Q276,L21,L21103,LoRA / PEFT,D,26/19/14/35,1.7796610169491525,True,unique-longest-correct;repeated-option-set,"Q274,Q275,Q276,Q277,Q278,Q279"
before,Q277,L21,L21103,LoRA / PEFT,A,35/14/26/19,1.7796610169491525,True,unique-longest-correct;repeated-option-set,"Q274,Q275,Q276,Q277,Q278,Q279"
before,Q278,L21,L21103,LoRA / PEFT,A,35/14/19/26,1.7796610169491525,True,unique-longest-correct;repeated-option-set,"Q274,Q275,Q276,Q277,Q278,Q279"
before,Q279,L21,L21103,LoRA / PEFT,C,19/26/35/14,1.7796610169491525,True,unique-longest-correct;repeated-option-set,"Q274,Q275,Q276,Q277,Q278,Q279"
before,Q280,L21,L21102,Segmentation,C,31/26/41/12,1.7826086956521738,True,unique-longest-correct;repeated-option-set,"Q280,Q281,Q282,Q283,Q284,Q285"
before,Q281,L21,L21102,Segmentation,B,26/41/31/12,1.7826086956521738,True,unique-longest-correct;repeated-option-set,"Q280,Q281,Q282,Q283,Q284,Q285"
before,Q282,L21,L21102,Segmentation,C,31/26/41/12,1.7826086956521738,True,unique-longest-correct;repeated-option-set,"Q280,Q281,Q282,Q283,Q284,Q285"
before,Q283,L21,L21102,Segmentation,A,41/26/31/12,1.7826086956521738,True,unique-longest-correct;repeated-option-set,"Q280,Q281,Q282,Q283,Q284,Q285"
before,Q284,L21,L21102,Segmentation,A,41/12/31/26,1.7826086956521738,True,unique-longest-correct;repeated-option-set,"Q280,Q281,Q282,Q283,Q284,Q285"
before,Q285,L21,L21102,Segmentation,C,31/26/41/12,1.7826086956521738,True,unique-longest-correct;repeated-option-set,"Q280,Q281,Q282,Q283,Q284,Q285"
before,Q286,L21,L21104,多模態對齊,B,17/36/15/20,2.076923076923077,True,length>=2x;unique-longest-correct;repeated-option-set,"Q286,Q287,Q288,Q289,Q290,Q291"
before,Q287,L21,L21104,多模態對齊,B,20/36/15/17,2.076923076923077,True,length>=2x;unique-longest-correct;repeated-option-set,"Q286,Q287,Q288,Q289,Q290,Q291"
before,Q288,L21,L21104,多模態對齊,D,17/20/15/36,2.076923076923077,True,length>=2x;unique-longest-correct;repeated-option-set,"Q286,Q287,Q288,Q289,Q290,Q291"
before,Q289,L21,L21104,多模態對齊,D,20/17/15/36,2.076923076923077,True,length>=2x;unique-longest-correct;repeated-option-set,"Q286,Q287,Q288,Q289,Q290,Q291"
before,Q290,L21,L21104,多模態對齊,C,20/15/36/17,2.076923076923077,True,length>=2x;unique-longest-correct;repeated-option-set,"Q286,Q287,Q288,Q289,Q290,Q291"
before,Q291,L21,L21104,多模態對齊,C,15/17/36/20,2.076923076923077,True,length>=2x;unique-longest-correct;repeated-option-set,"Q286,Q287,Q288,Q289,Q290,Q291"
before,Q292,L21,L21201,技術與商業可行性,C,16/16/33/21,1.8679245283018866,True,unique-longest-correct;repeated-option-set,"Q292,Q293,Q294,Q295,Q296,Q297"
before,Q293,L21,L21201,技術與商業可行性,A,33/16/21/16,1.8679245283018866,True,unique-longest-correct;repeated-option-set,"Q292,Q293,Q294,Q295,Q296,Q297"
before,Q294,L21,L21201,技術與商業可行性,B,16/33/16/21,1.8679245283018866,True,unique-longest-correct;repeated-option-set,"Q292,Q293,Q294,Q295,Q296,Q297"
before,Q295,L21,L21201,技術與商業可行性,C,16/21/33/16,1.8679245283018866,True,unique-longest-correct;repeated-option-set,"Q292,Q293,Q294,Q295,Q296,Q297"
before,Q296,L21,L21201,技術與商業可行性,D,21/16/16/33,1.8679245283018866,True,unique-longest-correct;repeated-option-set,"Q292,Q293,Q294,Q295,Q296,Q297"
before,Q297,L21,L21201,技術與商業可行性,C,16/16/33/21,1.8679245283018866,True,unique-longest-correct;repeated-option-set,"Q292,Q293,Q294,Q295,Q296,Q297"
before,Q298,L21,L21202,MLOps 生命週期,D,15/12/13/35,2.625,True,length>=2x;unique-longest-correct;repeated-option-set,"Q298,Q299,Q300,Q301,Q302,Q303"
before,Q299,L21,L21202,MLOps 生命週期,B,12/35/13/15,2.625,True,length>=2x;unique-longest-correct;repeated-option-set,"Q298,Q299,Q300,Q301,Q302,Q303"
before,Q300,L21,L21202,MLOps 生命週期,D,13/15/12/35,2.625,True,length>=2x;unique-longest-correct;repeated-option-set,"Q298,Q299,Q300,Q301,Q302,Q303"
before,Q301,L21,L21202,MLOps 生命週期,C,12/13/35/15,2.625,True,length>=2x;unique-longest-correct;repeated-option-set,"Q298,Q299,Q300,Q301,Q302,Q303"
before,Q302,L21,L21202,MLOps 生命週期,B,12/35/15/13,2.625,True,length>=2x;unique-longest-correct;repeated-option-set,"Q298,Q299,Q300,Q301,Q302,Q303"
before,Q303,L21,L21202,MLOps 生命週期,B,13/35/12/15,2.625,True,length>=2x;unique-longest-correct;repeated-option-set,"Q298,Q299,Q300,Q301,Q302,Q303"
before,Q304,L21,L21302,線上／批次部署,A,31/10/13/13,2.5833333333333335,True,length>=2x;unique-longest-correct;repeated-option-set,"Q304,Q305,Q306,Q307,Q308,Q309"
before,Q305,L21,L21302,線上／批次部署,A,31/10/13/13,2.5833333333333335,True,length>=2x;unique-longest-correct;repeated-option-set,"Q304,Q305,Q306,Q307,Q308,Q309"
before,Q306,L21,L21302,線上／批次部署,B,13/31/13/10,2.5833333333333335,True,length>=2x;unique-longest-correct;repeated-option-set,"Q304,Q305,Q306,Q307,Q308,Q309"
before,Q307,L21,L21302,線上／批次部署,D,10/13/13/31,2.5833333333333335,True,length>=2x;unique-longest-correct;repeated-option-set,"Q304,Q305,Q306,Q307,Q308,Q309"
before,Q308,L21,L21302,線上／批次部署,C,13/13/31/10,2.5833333333333335,True,length>=2x;unique-longest-correct;repeated-option-set,"Q304,Q305,Q306,Q307,Q308,Q309"
before,Q309,L21,L21302,線上／批次部署,D,13/13/10/31,2.5833333333333335,True,length>=2x;unique-longest-correct;repeated-option-set,"Q304,Q305,Q306,Q307,Q308,Q309"
before,Q310,L21,L21203,Data / Concept Drift,D,13/12/21/36,2.3478260869565215,True,length>=2x;unique-longest-correct;repeated-option-set,"Q310,Q311,Q312,Q313,Q314,Q315"
before,Q311,L21,L21203,Data / Concept Drift,D,12/21/13/36,2.3478260869565215,True,length>=2x;unique-longest-correct;repeated-option-set,"Q310,Q311,Q312,Q313,Q314,Q315"
before,Q312,L21,L21203,Data / Concept Drift,B,12/36/21/13,2.3478260869565215,True,length>=2x;unique-longest-correct;repeated-option-set,"Q310,Q311,Q312,Q313,Q314,Q315"
before,Q313,L21,L21203,Data / Concept Drift,A,36/13/21/12,2.3478260869565215,True,length>=2x;unique-longest-correct;repeated-option-set,"Q310,Q311,Q312,Q313,Q314,Q315"
before,Q314,L21,L21203,Data / Concept Drift,B,21/36/12/13,2.3478260869565215,True,length>=2x;unique-longest-correct;repeated-option-set,"Q310,Q311,Q312,Q313,Q314,Q315"
before,Q315,L21,L21203,Data / Concept Drift,B,12/36/21/13,2.3478260869565215,True,length>=2x;unique-longest-correct;repeated-option-set,"Q310,Q311,Q312,Q313,Q314,Q315"
before,Q316,L21,L21302,A/B 與 Shadow Deployment,A,43/18/10/30,2.224137931034483,True,length>=2x;unique-longest-correct;repeated-option-set,"Q316,Q317,Q318,Q319,Q320,Q321"
before,Q317,L21,L21302,A/B 與 Shadow Deployment,B,30/43/10/18,2.224137931034483,True,length>=2x;unique-longest-correct;repeated-option-set,"Q316,Q317,Q318,Q319,Q320,Q321"
before,Q318,L21,L21302,A/B 與 Shadow Deployment,D,30/18/10/43,2.224137931034483,True,length>=2x;unique-longest-correct;repeated-option-set,"Q316,Q317,Q318,Q319,Q320,Q321"
before,Q319,L21,L21302,A/B 與 Shadow Deployment,A,43/10/30/18,2.224137931034483,True,length>=2x;unique-longest-correct;repeated-option-set,"Q316,Q317,Q318,Q319,Q320,Q321"
before,Q320,L21,L21302,A/B 與 Shadow Deployment,A,43/18/10/30,2.224137931034483,True,length>=2x;unique-longest-correct;repeated-option-set,"Q316,Q317,Q318,Q319,Q320,Q321"
before,Q321,L21,L21302,A/B 與 Shadow Deployment,A,43/18/30/10,2.224137931034483,True,length>=2x;unique-longest-correct;repeated-option-set,"Q316,Q317,Q318,Q319,Q320,Q321"
before,Q322,L21,L21203,Prompt Injection 防護,B,25/41/17/15,2.1578947368421053,True,length>=2x;unique-longest-correct;repeated-option-set,"Q322,Q323,Q324,Q325,Q326,Q327"
before,Q323,L21,L21203,Prompt Injection 防護,D,15/17/25/41,2.1578947368421053,True,length>=2x;unique-longest-correct;repeated-option-set,"Q322,Q323,Q324,Q325,Q326,Q327"
before,Q324,L21,L21203,Prompt Injection 防護,C,25/15/41/17,2.1578947368421053,True,length>=2x;unique-longest-correct;repeated-option-set,"Q322,Q323,Q324,Q325,Q326,Q327"
before,Q325,L21,L21203,Prompt Injection 防護,A,41/25/17/15,2.1578947368421053,True,length>=2x;unique-longest-correct;repeated-option-set,"Q322,Q323,Q324,Q325,Q326,Q327"
before,Q326,L21,L21203,Prompt Injection 防護,A,41/15/17/25,2.1578947368421053,True,length>=2x;unique-longest-correct;repeated-option-set,"Q322,Q323,Q324,Q325,Q326,Q327"
before,Q327,L21,L21203,Prompt Injection 防護,B,15/41/17/25,2.1578947368421053,True,length>=2x;unique-longest-correct;repeated-option-set,"Q322,Q323,Q324,Q325,Q326,Q327"
before,Q328,L21,L21203,Human-in-the-loop 風險分級,C,16/16/34/13,2.2666666666666666,True,length>=2x;unique-longest-correct;repeated-option-set,"Q328,Q329,Q330,Q331,Q332,Q333"
before,Q329,L21,L21203,Human-in-the-loop 風險分級,A,34/16/13/16,2.2666666666666666,True,length>=2x;unique-longest-correct;repeated-option-set,"Q328,Q329,Q330,Q331,Q332,Q333"
before,Q330,L21,L21203,Human-in-the-loop 風險分級,A,34/16/13/16,2.2666666666666666,True,length>=2x;unique-longest-correct;repeated-option-set,"Q328,Q329,Q330,Q331,Q332,Q333"
before,Q331,L21,L21203,Human-in-the-loop 風險分級,C,16/16/34/13,2.2666666666666666,True,length>=2x;unique-longest-correct;repeated-option-set,"Q328,Q329,Q330,Q331,Q332,Q333"
before,Q332,L21,L21203,Human-in-the-loop 風險分級,A,34/16/13/16,2.2666666666666666,True,length>=2x;unique-longest-correct;repeated-option-set,"Q328,Q329,Q330,Q331,Q332,Q333"
before,Q333,L21,L21203,Human-in-the-loop 風險分級,D,16/13/16/34,2.2666666666666666,True,length>=2x;unique-longest-correct;repeated-option-set,"Q328,Q329,Q330,Q331,Q332,Q333"
before,Q334,L21,L21103,LLM 評測資料集,A,40/10/6/23,3.076923076923077,True,length>=3x;unique-longest-correct;repeated-option-set,"Q334,Q335,Q336,Q337,Q338,Q339"
before,Q335,L21,L21103,LLM 評測資料集,D,6/23/10/40,3.076923076923077,True,length>=3x;unique-longest-correct;repeated-option-set,"Q334,Q335,Q336,Q337,Q338,Q339"
before,Q336,L21,L21103,LLM 評測資料集,A,40/10/6/23,3.076923076923077,True,length>=3x;unique-longest-correct;repeated-option-set,"Q334,Q335,Q336,Q337,Q338,Q339"
before,Q337,L21,L21103,LLM 評測資料集,C,6/10/40/23,3.076923076923077,True,length>=3x;unique-longest-correct;repeated-option-set,"Q334,Q335,Q336,Q337,Q338,Q339"
before,Q338,L21,L21103,LLM 評測資料集,A,40/23/10/6,3.076923076923077,True,length>=3x;unique-longest-correct;repeated-option-set,"Q334,Q335,Q336,Q337,Q338,Q339"
before,Q339,L21,L21103,LLM 評測資料集,C,23/6/40/10,3.076923076923077,True,length>=3x;unique-longest-correct;repeated-option-set,"Q334,Q335,Q336,Q337,Q338,Q339"
before,Q340,L22,L22101,Percentile / IQR,D,11/12/9/36,3.375,True,length>=3x;unique-longest-correct;repeated-option-set,"Q340,Q341,Q342,Q343,Q344,Q345"
before,Q341,L22,L22101,Percentile / IQR,B,9/36/11/12,3.375,True,length>=3x;unique-longest-correct;repeated-option-set,"Q340,Q341,Q342,Q343,Q344,Q345"
before,Q342,L22,L22101,Percentile / IQR,A,36/11/12/9,3.375,True,length>=3x;unique-longest-correct;repeated-option-set,"Q340,Q341,Q342,Q343,Q344,Q345"
before,Q343,L22,L22101,Percentile / IQR,B,9/36/11/12,3.375,True,length>=3x;unique-longest-correct;repeated-option-set,"Q340,Q341,Q342,Q343,Q344,Q345"
before,Q344,L22,L22101,Percentile / IQR,B,11/36/12/9,3.375,True,length>=3x;unique-longest-correct;repeated-option-set,"Q340,Q341,Q342,Q343,Q344,Q345"
before,Q345,L22,L22101,Percentile / IQR,D,11/12/9/36,3.375,True,length>=3x;unique-longest-correct;repeated-option-set,"Q340,Q341,Q342,Q343,Q344,Q345"
before,Q346,L22,L22102,Binomial / Poisson,B,10/47/17/17,3.2045454545454546,True,length>=3x;unique-longest-correct;repeated-option-set,"Q346,Q347,Q348,Q349,Q350,Q351"
before,Q347,L22,L22102,Binomial / Poisson,A,47/17/10/17,3.2045454545454546,True,length>=3x;unique-longest-correct;repeated-option-set,"Q346,Q347,Q348,Q349,Q350,Q351"
before,Q348,L22,L22102,Binomial / Poisson,B,17/47/10/17,3.2045454545454546,True,length>=3x;unique-longest-correct;repeated-option-set,"Q346,Q347,Q348,Q349,Q350,Q351"
before,Q349,L22,L22102,Binomial / Poisson,C,17/17/47/10,3.2045454545454546,True,length>=3x;unique-longest-correct;repeated-option-set,"Q346,Q347,Q348,Q349,Q350,Q351"
before,Q350,L22,L22102,Binomial / Poisson,C,10/17/47/17,3.2045454545454546,True,length>=3x;unique-longest-correct;repeated-option-set,"Q346,Q347,Q348,Q349,Q350,Q351"
before,Q351,L22,L22102,Binomial / Poisson,C,17/17/47/10,3.2045454545454546,True,length>=3x;unique-longest-correct;repeated-option-set,"Q346,Q347,Q348,Q349,Q350,Q351"
before,Q352,L22,L22103,信賴區間,D,13/12/29/32,1.7777777777777777,True,unique-longest-correct;repeated-option-set,"Q352,Q353,Q354,Q355,Q356,Q357"
before,Q353,L22,L22103,信賴區間,A,32/13/12/29,1.7777777777777777,True,unique-longest-correct;repeated-option-set,"Q352,Q353,Q354,Q355,Q356,Q357"
